record_id,source,source_record_id,event_date,industry,report_type,event_type,description,what_went_wrong,corrective_action,cause,causal_factors,hazard,activity,location,equipment,worker_involvement,worker_exposure,injury_type,severity,hospitalization,amputation,loss_of_eye,fatality,high_potential,energy_vector,barrier_status,barrier_failure,life_saving_rule,sif_label,sif_label_source,data_quality,provenance
PHMSA-20230185,PHMSA,20230185,7/14/2023 11:41,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on SUN TERMINAL METER STATION (ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING). Primary cause: CORROSION FAILURE - INTERNAL CORROSION.,INTERNAL CORROSION,,CORROSION FAILURE,INTERNAL CORROSION,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,OREGON,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,CORROSION FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230179,PHMSA,20230179,7/13/2023 19:15,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on """"""""""""""""""""""""""""""""""""""""""""""""GALVESTON BAY TO CHOCOLATE BAYOU 8"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" LPG"""""""""""""""""""""""""""""""""""""""""""""""" (""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""). Primary cause: OTHER OUTSIDE FORCE DAMAGE - """"""""""""""""""""""""""""""""""""""""""""""""NEARBY INDUSTRIAL, MAN-MADE, OR OTHER FIRE/EXPLOSION AS PRIMARY CAUSE OF ACCIDENT"""""""""""""""""""""""""""""""""""""""""""""""".","""""""""""""""""""""""""""""""""""""""""""""""""NEARBY INDUSTRIAL, MAN-MADE, OR OTHER FIRE/EXPLOSION AS PRIMARY CAUSE OF ACCIDENT""""""""""""""""""""""""""""""""""""""""""""""""",,OTHER OUTSIDE FORCE DAMAGE,"""""""""""""""""""""""""""""""""""""""""""""""""NEARBY INDUSTRIAL, MAN-MADE, OR OTHER FIRE/EXPLOSION AS PRIMARY CAUSE OF ACCIDENT""""""""""""""""""""""""""""""""""""""""""""""""",Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,Not Within a Municipality,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,,Property/Containment Damage,,,,0,YES,Multiple,BARRIER_FAILED,OTHER OUTSIDE FORCE DAMAGE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230186,PHMSA,20230186,7/13/2023 8:37,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on DELTA DUCK SSTI (SSTI ASSEMBLY TO DN2 PIPELINE) (""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""). Primary cause: INCORRECT OPERATION - EQUIPMENT NOT INSTALLED PROPERLY.",EQUIPMENT NOT INSTALLED PROPERLY,,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,Not Within a Municipality,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,INCORRECT OPERATION,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230182,PHMSA,20230182,7/11/23 4:18,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on LONGVIEW STATION (ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING). Primary cause: EQUIPMENT FAILURE - PUMP OR PUMP-RELATED EQUIPMENT.,PUMP OR PUMP-RELATED EQUIPMENT,,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,LONGVIEW,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,YES,Multiple,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230169,PHMSA,20230169,7/10/23 9:30,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on NORTHWEST PRODUCTS SYSTEM (""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""). Primary cause: INCORRECT OPERATION - OTHER INCORRECT OPERATION.",OTHER INCORRECT OPERATION,,INCORRECT OPERATION,OTHER INCORRECT OPERATION,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,BOISE,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,,Property/Containment Damage,,,,0,YES,Multiple,BARRIER_FAILED,INCORRECT OPERATION,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230175,PHMSA,20230175,7/7/23 16:00,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on SFPP IMPERIAL TERMINAL (""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""). Primary cause: OTHER ACCIDENT CAUSE - UNKNOWN.",UNKNOWN,,OTHER ACCIDENT CAUSE,UNKNOWN,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,IMPERIAL,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,OTHER ACCIDENT CAUSE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230171,PHMSA,20230171,7/5/23 23:00,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on PORT ARTHUR PUMP STATION (ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING). Primary cause: EQUIPMENT FAILURE - THREADED CONNECTION/COUPLING FAILURE.,THREADED CONNECTION/COUPLING FAILURE,,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,PORT ARTHUR,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230178,PHMSA,20230178,7/5/23 16:18,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on MAUMEE PIPELINE SYSTEM (""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""). Primary cause: OTHER ACCIDENT CAUSE - UNKNOWN.",UNKNOWN,,OTHER ACCIDENT CAUSE,UNKNOWN,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,CYGNET,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,OTHER ACCIDENT CAUSE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230176,PHMSA,20230176,7/5/23 7:20,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on WINK TANK FARM (ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING). Primary cause: CORROSION FAILURE - INTERNAL CORROSION.,INTERNAL CORROSION,,CORROSION FAILURE,INTERNAL CORROSION,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,WINK,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,CORROSION FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230173,PHMSA,20230173,6/30/2023 8:45,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on COLONIAL PIPELINE COMPANY/ALLENTOWN STATION (ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING). Primary cause: OTHER ACCIDENT CAUSE - UNKNOWN.,UNKNOWN,,OTHER ACCIDENT CAUSE,UNKNOWN,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,BORDENTOWN,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,OTHER ACCIDENT CAUSE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230172,PHMSA,20230172,6/29/2023 7:47,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on MIDLAND STATION (ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING). Primary cause: CORROSION FAILURE - INTERNAL CORROSION.,INTERNAL CORROSION,,CORROSION FAILURE,INTERNAL CORROSION,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,Not Within a Municipality,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,CORROSION FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230174,PHMSA,20230174,6/28/2023 18:30,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on CASA PIPELINE (""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""). Primary cause: CORROSION FAILURE - EXTERNAL CORROSION.",EXTERNAL CORROSION,,CORROSION FAILURE,EXTERNAL CORROSION,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,CORPUS CHRISTI,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,CORROSION FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230166,PHMSA,20230166,6/28/2023 7:50,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on NEDERLAND TERMINAL (ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING). Primary cause: EQUIPMENT FAILURE - MALFUNCTION OF CONTROL/RELIEF EQUIPMENT.,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,NEDERLAND,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230170,PHMSA,20230170,6/27/2023 4:22,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on LA PRYOR PUMP STATION (ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING). Primary cause: EQUIPMENT FAILURE - NON-THREADED CONNECTION FAILURE.,NON-THREADED CONNECTION FAILURE,,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,Not Within a Municipality,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230159,PHMSA,20230159,6/26/2023 16:35,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on SFPP WATSON STATION (""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""). Primary cause: OTHER ACCIDENT CAUSE - UNKNOWN.",UNKNOWN,,OTHER ACCIDENT CAUSE,UNKNOWN,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,LONG BEACH,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,OTHER ACCIDENT CAUSE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230168,PHMSA,20230168,6/25/2023 19:45,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on PORT ARTHUR TANK FARM (ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING). Primary cause: EQUIPMENT FAILURE - NON-THREADED CONNECTION FAILURE.,NON-THREADED CONNECTION FAILURE,,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,PORT ARHTUR,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230167,PHMSA,20230167,6/22/2023 20:15,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on ECHO TERMINAL (ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING). Primary cause: CORROSION FAILURE - INTERNAL CORROSION.,INTERNAL CORROSION,,CORROSION FAILURE,INTERNAL CORROSION,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,HOUSTON,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,CORROSION FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230165,PHMSA,20230165,6/22/2023 17:00,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on CORPUS CHRISTI WEST (ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING). Primary cause: CORROSION FAILURE - INTERNAL CORROSION.,INTERNAL CORROSION,,CORROSION FAILURE,INTERNAL CORROSION,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,CORPUS CHRISTI,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,CORROSION FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230162,PHMSA,20230162,6/21/2023 9:30,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on AMERICAN STATION (ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING). Primary cause: CORROSION FAILURE - EXTERNAL CORROSION.,EXTERNAL CORROSION,,CORROSION FAILURE,EXTERNAL CORROSION,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,EL DORADO,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,CORROSION FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230164,PHMSA,20230164,6/21/2023 9:28,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on IBERLIN PUMP STATION (ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING). Primary cause: EQUIPMENT FAILURE - PUMP OR PUMP-RELATED EQUIPMENT.,PUMP OR PUMP-RELATED EQUIPMENT,,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,Not Within a Municipality,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230163,PHMSA,20230163,6/19/2023 2:00,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on BARSTOW STATION (ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING). Primary cause: INCORRECT OPERATION - WRONG EQUIPMENT SPECIFIED OR INSTALLED.,WRONG EQUIPMENT SPECIFIED OR INSTALLED,,INCORRECT OPERATION,WRONG EQUIPMENT SPECIFIED OR INSTALLED,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,PECOS,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,INCORRECT OPERATION,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230160,PHMSA,20230160,6/16/2023 18:15,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on OGALLAH PUMP STATION (ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING). Primary cause: EQUIPMENT FAILURE - PUMP OR PUMP-RELATED EQUIPMENT.,PUMP OR PUMP-RELATED EQUIPMENT,,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,Not Within a Municipality,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,YES,Multiple,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230152,PHMSA,20230152,6/16/2023 18:00,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on PORT ARTHUR TO WEST STORAGE (""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""). Primary cause: EQUIPMENT FAILURE - DEFECTIVE OR LOOSE TUBING OR FITTING.",DEFECTIVE OR LOOSE TUBING OR FITTING,,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,DEVERS,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230158,PHMSA,20230158,6/14/2023 10:40,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on """"""""""""""""""""""""""""""""""""""""""""""""TXCA 4"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" AND 3"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" (""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""). Primary cause: EQUIPMENT FAILURE - NON-THREADED CONNECTION FAILURE.",NON-THREADED CONNECTION FAILURE,,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,TEXAS CITY,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230157,PHMSA,20230157,6/13/2023 8:30,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on ROSEMOUNT (""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""). Primary cause: EQUIPMENT FAILURE - NON-THREADED CONNECTION FAILURE.",NON-THREADED CONNECTION FAILURE,,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,APPLE VALLEY,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230154,PHMSA,20230154,6/12/23 13:00,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on BOLIGEE DELIVERY (ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING). Primary cause: EQUIPMENT FAILURE - THREADED CONNECTION/COUPLING FAILURE.,THREADED CONNECTION/COUPLING FAILURE,,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,BOLIGEE,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230151,PHMSA,20230151,6/12/23 8:23,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on INDIANAPOLIS TANK FARM (""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""). Primary cause: INCORRECT OPERATION - OTHER INCORRECT OPERATION.",OTHER INCORRECT OPERATION,,INCORRECT OPERATION,OTHER INCORRECT OPERATION,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,INDIANAPOLIS,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,,Property/Containment Damage,,,,0,YES,Multiple,BARRIER_FAILED,INCORRECT OPERATION,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230155,PHMSA,20230155,6/11/23 18:00,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on MIDLAND SOUTH (ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING). Primary cause: CORROSION FAILURE - INTERNAL CORROSION.,INTERNAL CORROSION,,CORROSION FAILURE,INTERNAL CORROSION,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,MIDLAND,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,CORROSION FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230153,PHMSA,20230153,6/10/23 13:00,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on WAMSUTTER (SLC CORE) (ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING). Primary cause: EQUIPMENT FAILURE - DEFECTIVE OR LOOSE TUBING OR FITTING.,DEFECTIVE OR LOOSE TUBING OR FITTING,,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,GRANGER,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230147,PHMSA,20230147,6/9/23 19:35,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on PASADENA TO GREENVILLE (ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING). Primary cause: EQUIPMENT FAILURE - THREADED CONNECTION/COUPLING FAILURE.,THREADED CONNECTION/COUPLING FAILURE,,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,CADDO MILLS,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
